('Total Revenue', '305,453,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         855433 function calls (834462 primitive calls) in 4.877 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       17    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       16    0.000    0.000    0.040    0.002 css_parser.py:306(__init__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       16    0.000    0.000    0.016    0.001 css_parser.py:1149(process_selectors)
       16    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       16    0.000    0.000    0.000    0.000 request.py:615(__lt__)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       15    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       15    0.000    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:778(exec_module)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       14    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
       14    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
       13    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
       13    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
       13    0.000    0.000    0.000    0.000 enum.py:451(__members__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
       12    0.000    0.000    0.000    0.000 element.py:1334(next_elements)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
       12    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       11    0.000    0.000    0.477    0.043 __init__.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
       11    0.000    0.000    0.001    0.000 typing_extensions.py:670(__new__)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
       10    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
     10/8    0.004    0.000    0.005    0.001 {built-in method _imp.create_dynamic}
     10/9    0.009    0.001    0.013    0.001 {built-in method _imp.exec_dynamic}
       10    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       10    0.003    0.000    0.015    0.001 filter.py:130(filter)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       10    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       10    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
       10    0.000    0.000    0.001    0.000 request.py:438(add_handler)
       10    0.000    0.000    0.010    0.001 enum.py:483(_create_)
       10    0.001    0.000    0.005    0.000 enum.py:553(<listcomp>)
       10    0.000    0.000    0.015    0.001 enum.py:536(_convert_)
       10    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
     10/8    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:1174(create_module)
     10/9    0.000    0.000    0.013    0.001 <frozen importlib._bootstrap_external>:1182(exec_module)
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        9    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 client.py:1008(_output)
        9    0.000    0.000    0.000    0.000 client.py:1287(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        9    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
        9    0.000    0.000    0.000    0.000 request.py:608(add_parent)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        9    0.000    0.000    0.000    0.000 abc.py:110(register)
        8    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        8    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        8    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        8    0.000    0.000    0.001    0.000 client.py:1239(putheader)
        8    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        8    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        8    0.001    0.000    0.002    0.000 __init__.py:328(namedtuple)
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        7    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
        7    0.000    0.000    0.000    0.000 message.py:462(get)
        7    0.000    0.000    0.000    0.000 typing.py:366(__init__)
        7    0.000    0.000    0.000    0.000 request.py:401(add_header)
        7    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        6    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        6    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        6    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        6    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        6    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        6    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
        6    0.000    0.000    0.000    0.000 inspect.py:2969(<genexpr>)
        5    0.000    0.000    0.000    0.000 filter.py:245(<listcomp>)
        5    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        5    0.000    0.000    0.000    0.000 element.py:553(<listcomp>)
        5    0.000    0.000    0.000    0.000 element.py:530(get_text)
        5    0.000    0.000    0.001    0.000 feedparser.py:101(push)
        5    0.000    0.000    0.002    0.000 feedparser.py:173(feed)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 financial_enhanced.py:44(<lambda>)
        5    0.000    0.000    0.000    0.000 request.py:356(data)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        5    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        5    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        5    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        5    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        5    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
        5    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:2687(name)
        4    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:527(__init__)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        4    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        4    0.000    0.000    0.000    0.000 typing.py:1128(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
        4    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
        4    0.000    0.000    0.000    0.000 request.py:337(full_url)
        4    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.015    0.005 filter.py:163(find_all)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        3    0.000    0.000    0.000    0.000 filter.py:439(includes_everything)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:98(register)
        3    0.000    0.000    0.015    0.005 element.py:1266(_find_all)
        3    0.000    0.000    0.000    0.000 element.py:3195(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        3    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        3    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
        3    0.000    0.000    0.000    0.000 request.py:409(has_header)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f7a56ae9000}
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 _lxml.py:70(<genexpr>)
        2    0.000    0.000    0.000    0.000 idna.py:145(encode)
        2    0.000    0.000    0.028    0.014 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:361(prepare_markup)
        2    0.059    0.030    0.780    0.390 parser.py:133(goahead)
        2    0.000    0.000    0.052    0.026 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 __init__.py:419(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        2    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        2    0.000    0.000    0.000    0.000 __init__.py:313(deprecated_argument)
        2    0.000    0.000    0.000    0.000 __init__.py:282(reset)
        2    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        2    0.000    0.000    0.015    0.008 element.py:2957(find)
        2    0.000    0.000    0.015    0.008 element.py:3024(find_all)
        2    0.000    0.000    0.000    0.000 parse.py:111(_noop)
        2    0.000    0.000    0.000    0.000 parse.py:122(_coerce_args)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:498(close)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        2    0.000    0.000    0.000    0.000 request.py:382(get_method)
        2    0.000    0.000    1.510    0.755 request.py:489(_call_chain)
        2    0.000    0.000    0.000    0.000 request.py:1258(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
        2    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:755(encode)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f7a56551fc0}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.038    0.038    0.039    0.039 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7f7a56ae8550}
        1    0.160    0.160    0.160    0.160 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x7f7a56ae85e0}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f7a56ab0670}
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:68(_invert)
        1    0.000    0.000    0.000    0.000 _lxml.py:79(LXMLTreeBuilderForXML)
        1    0.000    0.000    0.000    0.000 _lxml.py:478(LXMLTreeBuilder)
        1    0.000    0.000    0.007    0.007 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:144(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:216(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:251(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:290(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:293(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:298(getregentry)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.006    0.006 api.py:1(<module>)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 models.py:245(CharsetMatches)
        1    0.000    0.000    0.000    0.000 models.py:316(CliDetectionResult)
        1    0.000    0.000    0.003    0.003 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _warnings.py:4(GuessedAtParserWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:15(UnusualUsageWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:26(MarkupResemblesLocatorWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:62(AttributeResemblesVariableWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:83(XMLParsedAsHTMLWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(StopParsing)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(FeatureNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:278(handle_decl)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:331(__init__)
        1    0.000    0.000    0.780    0.780 _htmlparser.py:433(feed)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:314(HTMLParserTreeBuilder)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
        1    0.000    0.000    0.780    0.780 parser.py:103(feed)
        1    0.000    0.000    0.000    0.000 parser.py:112(close)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 _markupbase.py:32(reset)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:44(ElementFilter)
        1    0.000    0.000    0.000    0.000 filter.py:211(MatchRule)
        1    0.000    0.000    0.000    0.000 filter.py:316(TagNameMatchRule)
        1    0.000    0.000    0.000    0.000 filter.py:334(AttributeValueMatchRule)
        1    0.000    0.000    0.000    0.000 filter.py:340(StringMatchRule)
        1    0.000    0.000    0.000    0.000 css_match.py:59(_FakeParent)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        1    0.000    0.000    0.000    0.000 css_match.py:544(CSSMatch)
        1    0.000    0.000    0.000    0.000 css_match.py:1571(SoupSieve)
        1    0.000    0.000    0.010    0.010 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 css_types.py:165(CustomSelectors)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 css_types.py:243(SelectorTag)
        1    0.000    0.000    0.000    0.000 css_types.py:257(SelectorAttribute)
        1    0.000    0.000    0.000    0.000 css_types.py:284(SelectorContains)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:298(SelectorNth)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        1    0.000    0.000    0.006    0.006 css_types.py:1(<module>)
        1    0.000    0.000    0.005    0.005 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 formatter.py:193(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 formatter.py:216(XMLFormatter)
        1    0.000    0.000    0.074    0.074 formatter.py:1(<module>)
        1    0.004    0.004    0.056    0.056 dammit.py:128(_populate_class_variables)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.073    0.073 dammit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
